[1m[92m    Finished[0m `release` profile [optimized] target(s) in 0.29s
[1m[92m     Running[0m `E:\wt_target\release\thermo_sandbox_multi_demo.exe`
frame,iron_T,water_T_max,steam_kg,P_atm,npc_T,npc_hp,O2_kg,CO2_kg,wood_kg,corrosion,meso_T,macro_T
1998,6445.91,10000.00,295.4681,1271.19,311.73,1.0000,0.1296,0.0563,2.7215,0.0114,412.90,288.16
1999,6445.93,10000.00,295.7093,1272.75,311.73,1.0000,0.1295,0.0564,2.7215,0.0114,412.90,288.16
2000,6445.97,10000.00,295.9495,1274.30,311.73,1.0000,0.1295,0.0564,2.7215,0.0114,412.90,288.16
2001,6445.99,10000.00,296.1895,1275.85,311.73,1.0000,0.1295,0.0564,2.7215,0.0114,412.90,288.16
2002,6446.04,10000.00,296.4284,1277.40,311.73,1.0000,0.1295,0.0565,2.7215,0.0114,412.90,288.16
2003,6446.05,10000.00,296.6685,1278.95,311.73,1.0000,0.1294,0.0565,2.7215,0.0114,412.90,288.16
2004,6446.08,10000.00,296.9055,1280.50,311.73,1.0000,0.1294,0.0565,2.7215,0.0115,412.90,288.16
2005,6446.10,10000.00,297.1453,1282.06,311.73,1.0000,0.1294,0.0566,2.7215,0.0115,412.90,288.16
2006,6446.13,10000.00,297.3806,1283.58,311.73,1.0000,0.1294,0.0566,2.7215,0.0115,412.90,288.16
2007,6446.14,10000.00,297.6136,1285.12,311.74,1.0000,0.1293,0.0566,2.7215,0.0115,412.90,288.16
2008,6446.17,10000.00,297.8474,1286.65,311.74,1.0000,0.1293,0.0567,2.7215,0.0115,412.90,288.16
2009,6446.19,10000.00,298.0800,1288.19,311.74,1.0000,0.1293,0.0567,2.7215,0.0115,412.90,288.16
2010,6446.21,10000.00,298.3080,1289.72,311.74,1.0000,0.1293,0.0567,2.7215,0.0115,412.90,288.16
2011,6446.23,10000.00,298.5401,1291.26,311.74,1.0000,0.1292,0.0568,2.7215,0.0115,412.90,288.16
2012,6446.26,10000.00,298.7707,1292.79,311.74,1.0000,0.1292,0.0568,2.7215,0.0115,412.90,288.16
2013,6446.29,10000.00,299.0032,1294.34,311.74,1.0000,0.1292,0.0568,2.7214,0.0115,412.90,288.16
2014,6446.33,10000.00,299.2309,1295.87,311.74,1.0000,0.1292,0.0569,2.7214,0.0115,412.90,288.16
2015,6446.34,10000.00,299.4617,1297.42,311.74,1.0000,0.1291,0.0569,2.7214,0.0115,412.90,288.16
2016,6446.37,10000.00,299.6891,1298.94,311.75,1.0000,0.1291,0.0569,2.7214,0.0115,412.90,288.16
2017,6446.37,10000.00,299.9144,1300.47,311.75,1.0000,0.1291,0.0569,2.7214,0.0116,412.90,288.16
2018,6446.40,10000.00,300.1415,1302.01,311.75,1.0000,0.1291,0.0570,2.7214,0.0116,412.90,288.16
2019,6446.42,10000.00,300.3700,1303.56,311.75,1.0000,0.1290,0.0570,2.7214,0.0116,412.90,288.16
2020,6446.45,10000.00,300.5941,1305.10,311.75,1.0000,0.1290,0.0570,2.7214,0.0116,412.90,288.16
2021,6446.45,10000.00,300.8208,1306.64,311.75,1.0000,0.1290,0.0571,2.7214,0.0116,412.90,288.16
2022,6446.48,10000.00,301.0463,1308.19,311.75,1.0000,0.1289,0.0571,2.7214,0.0116,412.90,288.16
2023,6446.50,10000.00,301.2711,1309.73,311.75,1.0000,0.1289,0.0571,2.7214,0.0116,412.90,288.16
2024,6446.53,10000.00,301.4942,1311.24,311.75,1.0000,0.1289,0.0572,2.7214,0.0116,412.90,288.16
2025,6446.54,10000.00,301.7182,1312.78,311.76,1.0000,0.1289,0.0572,2.7214,0.0116,412.90,288.16
2026,6446.58,10000.00,301.9377,1314.30,311.76,1.0000,0.1288,0.0572,2.7214,0.0116,412.90,288.16
2027,6446.59,10000.00,302.1604,1315.84,311.76,1.0000,0.1288,0.0573,2.7214,0.0116,412.90,288.16
2028,6446.63,10000.00,302.3819,1317.37,311.76,1.0000,0.1288,0.0573,2.7213,0.0116,412.90,288.16
2029,6446.64,10000.00,302.6037,1318.92,311.76,1.0000,0.1288,0.0573,2.7213,0.0116,412.90,288.16
2030,6446.67,10000.00,302.8235,1320.45,311.76,1.0000,0.1287,0.0574,2.7213,0.0116,412.90,288.16
2031,6446.68,10000.00,303.0473,1321.99,311.76,1.0000,0.1287,0.0574,2.7213,0.0117,412.90,288.16
2032,6446.71,10000.00,303.2700,1323.55,311.76,1.0000,0.1287,0.0574,2.7213,0.0117,412.90,288.16
2033,6446.72,10000.00,303.4871,1325.10,311.77,1.0000,0.1287,0.0575,2.7213,0.0117,412.90,288.16
2034,6446.75,10000.00,303.7067,1326.62,311.77,1.0000,0.1286,0.0575,2.7213,0.0117,412.90,288.16
2035,6446.76,10000.00,303.9281,1328.18,311.77,1.0000,0.1286,0.0575,2.7213,0.0117,412.90,288.16
2036,6446.80,10000.00,304.1487,1329.73,311.77,1.0000,0.1286,0.0576,2.7213,0.0117,412.90,288.16
2037,6446.82,10000.00,304.3688,1331.27,311.77,1.0000,0.1286,0.0576,2.7213,0.0117,412.90,288.16
2038,6446.85,10000.00,304.5876,1332.82,311.77,1.0000,0.1285,0.0576,2.7213,0.0117,412.90,288.16
2039,6446.87,10000.00,304.8037,1334.35,311.77,1.0000,0.1285,0.0577,2.7213,0.0117,412.90,288.16
2040,6446.92,10000.00,305.0223,1335.89,311.77,1.0000,0.1285,0.0577,2.7213,0.0117,412.88,288.16
2041,6446.94,10000.00,305.2382,1308.30,311.78,1.0000,0.1285,0.0577,2.7213,0.0117,412.88,288.16
2042,6446.97,10000.00,305.4563,1309.85,311.78,1.0000,0.1284,0.0578,2.7213,0.0117,412.88,288.16
2043,6446.99,10000.00,305.6730,1311.39,311.78,1.0000,0.1284,0.0578,2.7212,0.0117,412.88,288.16
2044,6447.02,10000.00,305.8902,1312.95,311.78,1.0000,0.1284,0.0578,2.7212,0.0118,412.88,288.16
2045,6447.04,10000.00,306.1045,1314.48,311.78,1.0000,0.1284,0.0579,2.7212,0.0118,412.88,288.16
2046,6447.07,10000.00,306.3217,1316.01,311.78,1.0000,0.1283,0.0579,2.7212,0.0118,412.88,288.16
2047,6447.08,10000.00,306.5411,1317.57,311.78,1.0000,0.1283,0.0579,2.7212,0.0118,412.88,288.16
2048,6447.12,10000.00,306.7577,1319.10,311.78,1.0000,0.1283,0.0580,2.7212,0.0118,412.88,288.16
2049,6447.14,10000.00,306.9765,1320.65,311.79,1.0000,0.1283,0.0580,2.7212,0.0118,412.88,288.16
2050,6447.17,10000.00,307.1969,1322.20,311.79,1.0000,0.1282,0.0580,2.7212,0.0118,412.88,288.16
2051,6447.18,10000.00,307.4160,1323.75,311.79,1.0000,0.1282,0.0581,2.7212,0.0118,412.88,288.16
2052,6447.22,10000.00,307.6365,1325.29,311.79,1.0000,0.1282,0.0581,2.7212,0.0118,412.88,288.16
2053,6447.24,10000.00,307.8581,1326.84,311.79,1.0000,0.1282,0.0581,2.7212,0.0118,412.88,288.16
2054,6447.29,10000.00,308.0778,1328.39,311.79,1.0000,0.1281,0.0582,2.7212,0.0118,412.88,288.16
2055,6447.32,10000.00,308.2952,1329.93,311.79,1.0000,0.1281,0.0582,2.7212,0.0118,412.88,288.16
2056,6447.36,10000.00,308.5157,1331.49,311.79,1.0000,0.1281,0.0582,2.7212,0.0118,412.88,288.16
2057,6447.37,10000.00,308.7343,1333.04,311.80,1.0000,0.1281,0.0583,2.7212,0.0119,412.88,288.16
2058,6447.44,10000.00,308.9508,1334.56,311.80,1.0000,0.1280,0.0583,2.7211,0.0119,412.88,288.16
2059,6447.44,10000.00,309.1669,1336.11,311.80,1.0000,0.1280,0.0583,2.7211,0.0119,412.88,288.16
2060,6447.49,10000.00,309.3834,1337.63,311.80,1.0000,0.1280,0.0584,2.7211,0.0119,412.88,288.16
2061,6447.49,10000.00,309.5983,1339.16,311.80,1.0000,0.1280,0.0584,2.7211,0.0119,412.88,288.16
2062,6447.55,10000.00,309.8146,1340.70,311.80,1.0000,0.1279,0.0584,2.7211,0.0119,412.88,288.16
2063,6447.54,10000.00,310.0294,1342.23,311.80,1.0000,0.1279,0.0584,2.7211,0.0119,412.88,288.16
2064,6447.59,10000.00,310.2458,1343.77,311.81,1.0000,0.1279,0.0585,2.7211,0.0119,412.88,288.16
2065,6447.61,10000.00,310.4590,1345.31,311.81,1.0000,0.1279,0.0585,2.7211,0.0119,412.88,288.16
2066,6447.67,10000.00,310.6742,1346.85,311.81,1.0000,0.1278,0.0585,2.7211,0.0119,412.88,288.16
2067,6447.69,10000.00,310.8864,1348.38,311.81,1.0000,0.1278,0.0586,2.7211,0.0119,412.88,288.16
2068,6447.73,10000.00,311.0981,1349.90,311.81,1.0000,0.1278,0.0586,2.7211,0.0119,412.88,288.16
2069,6447.75,10000.00,311.3063,1351.42,311.81,1.0000,0.1278,0.0586,2.7211,0.0119,412.88,288.16
2070,6447.78,10000.00,311.5183,1352.94,311.81,1.0000,0.1277,0.0587,2.7211,0.0120,412.88,288.16
2071,6447.79,10000.00,311.7286,1354.46,311.82,1.0000,0.1277,0.0587,2.7211,0.0120,412.88,288.16
2072,6447.83,10000.00,311.9410,1356.00,311.82,1.0000,0.1277,0.0587,2.7211,0.0120,412.88,288.16
2073,6447.84,10000.00,312.1520,1357.52,311.82,1.0000,0.1277,0.0588,2.7210,0.0120,412.88,288.16
2074,6447.88,10000.00,312.3643,1359.04,311.82,1.0000,0.1276,0.0588,2.7210,0.0120,412.88,288.16
2075,6447.89,10000.00,312.5747,1360.55,311.82,1.0000,0.1276,0.0588,2.7210,0.0120,412.88,288.16
2076,6447.93,10000.00,312.7842,1362.07,311.82,1.0000,0.1276,0.0589,2.7210,0.0120,412.88,288.16
2077,6447.96,10000.00,312.9911,1363.57,311.82,1.0000,0.1276,0.0589,2.7210,0.0120,412.88,288.16
2078,6448.00,10000.00,313.1995,1365.06,311.83,1.0000,0.1275,0.0589,2.7210,0.0120,412.88,288.16
2079,6448.03,10000.00,313.4074,1366.57,311.83,1.0000,0.1275,0.0590,2.7210,0.0120,412.88,288.16
2080,6448.08,10000.00,313.6156,1368.09,311.83,1.0000,0.1275,0.0590,2.7210,0.0120,412.88,288.16
2081,6448.10,10000.00,313.8214,1369.57,311.83,1.0000,0.1275,0.0590,2.7210,0.0120,412.88,288.16
2082,6448.15,10000.00,314.0279,1371.08,311.83,1.0000,0.1274,0.0591,2.7210,0.0120,412.88,288.16
2083,6448.17,10000.00,314.2345,1372.59,311.83,1.0000,0.1274,0.0591,2.7210,0.0121,412.88,288.16
2084,6448.25,10000.00,314.4378,1374.08,311.83,1.0000,0.1274,0.0591,2.7210,0.0121,412.88,288.16
2085,6448.25,10000.00,314.6403,1375.56,311.84,1.0000,0.1274,0.0592,2.7210,0.0121,412.88,288.16
2086,6448.29,10000.00,314.8443,1377.07,311.84,1.0000,0.1273,0.0592,2.7210,0.0121,412.88,288.16
2087,6448.30,10000.00,315.0476,1378.56,311.84,1.0000,0.1273,0.0592,2.7210,0.0121,412.88,288.16
2088,6448.35,10000.00,315.2501,1380.05,311.84,1.0000,0.1273,0.0593,2.7210,0.0121,412.88,288.16
2089,6448.36,10000.00,315.4520,1381.55,311.84,1.0000,0.1273,0.0593,2.7209,0.0121,412.88,288.16
2090,6448.41,10000.00,315.6508,1383.01,311.84,1.0000,0.1272,0.0593,2.7209,0.0121,412.88,288.16
2091,6448.41,10000.00,315.8513,1384.49,311.84,1.0000,0.1272,0.0594,2.7209,0.0121,412.88,288.16
2092,6448.45,10000.00,316.0469,1385.94,311.85,1.0000,0.1272,0.0594,2.7209,0.0121,412.88,288.16
2093,6448.44,10000.00,316.2419,1387.41,311.85,1.0000,0.1272,0.0594,2.7209,0.0121,412.88,288.16
2094,6448.48,10000.00,316.4393,1388.88,311.85,1.0000,0.1271,0.0595,2.7209,0.0121,412.88,288.16
2095,6448.48,10000.00,316.6361,1390.36,311.85,1.0000,0.1271,0.0595,2.7209,0.0121,412.88,288.16
2096,6448.52,10000.00,316.8300,1391.82,311.85,1.0000,0.1271,0.0595,2.7209,0.0122,412.88,288.16
2097,6448.54,10000.00,317.0257,1393.26,311.85,1.0000,0.1271,0.0595,2.7209,0.0122,412.88,288.16
2098,6448.58,10000.00,317.2196,1394.72,311.86,1.0000,0.1270,0.0596,2.7209,0.0122,412.88,288.16
2099,6448.59,10000.00,317.4135,1396.16,311.86,1.0000,0.1270,0.0596,2.7209,0.0122,412.88,288.16
2100,6448.64,10000.00,317.6024,1397.59,311.86,1.0000,0.1270,0.0596,2.7209,0.0122,412.86,288.16
2101,6448.65,10000.00,317.7949,1367.54,311.86,1.0000,0.1270,0.0597,2.7209,0.0122,412.86,288.16
2102,6448.70,10000.00,317.9830,1368.98,311.86,1.0000,0.1269,0.0597,2.7209,0.0122,412.86,288.16
2103,6448.71,10000.00,318.1750,1370.43,311.86,1.0000,0.1269,0.0597,2.7209,0.0122,412.86,288.16
2104,6448.75,10000.00,318.3621,1371.86,311.86,1.0000,0.1269,0.0598,2.7208,0.0122,412.86,288.16
2105,6448.74,10000.00,318.5478,1373.29,311.87,1.0000,0.1269,0.0598,2.7208,0.0122,412.86,288.16
2106,6448.78,10000.00,318.7344,1374.72,311.87,1.0000,0.1268,0.0598,2.7208,0.0122,412.86,288.16
2107,6448.79,10000.00,318.9229,1376.16,311.87,1.0000,0.1268,0.0599,2.7208,0.0122,412.86,288.16
2108,6448.83,10000.00,319.1071,1377.59,311.87,1.0000,0.1268,0.0599,2.7208,0.0122,412.86,288.16
2109,6448.84,10000.00,319.2902,1378.98,311.87,1.0000,0.1268,0.0599,2.7208,0.0123,412.86,288.16
2110,6448.88,10000.00,319.4734,1380.41,311.87,1.0000,0.1267,0.0600,2.7208,0.0123,412.86,288.16
2111,6448.89,10000.00,319.6571,1381.82,311.87,1.0000,0.1267,0.0600,2.7208,0.0123,412.86,288.16
2112,6448.92,10000.00,319.8407,1383.24,311.88,1.0000,0.1267,0.0600,2.7208,0.0123,412.86,288.16
2113,6448.94,10000.00,320.0245,1384.66,311.88,1.0000,0.1267,0.0601,2.7208,0.0123,412.86,288.16
2114,6448.98,10000.00,320.2051,1386.07,311.88,1.0000,0.1266,0.0601,2.7208,0.0123,412.86,288.16
2115,6448.98,10000.00,320.3861,1387.47,311.88,1.0000,0.1266,0.0601,2.7208,0.0123,412.86,288.16
2116,6449.04,10000.00,320.5647,1388.87,311.88,1.0000,0.1266,0.0602,2.7208,0.0123,412.86,288.16
2117,6449.04,10000.00,320.7480,1390.29,311.88,1.0000,0.1266,0.0602,2.7208,0.0123,412.86,288.16
2118,6449.08,10000.00,320.9254,1391.68,311.88,1.0000,0.1265,0.0602,2.7208,0.0123,412.86,288.16
2119,6449.08,10000.00,321.1048,1393.07,311.88,1.0000,0.1265,0.0603,2.7207,0.0123,412.86,288.16
2120,6449.12,10000.00,321.2853,1394.47,311.89,1.0000,0.1265,0.0603,2.7207,0.0123,412.86,288.16
2121,6449.12,10000.00,321.4630,1395.86,311.89,1.0000,0.1265,0.0603,2.7207,0.0123,412.86,288.16
2122,6449.17,10000.00,321.6430,1397.25,311.89,1.0000,0.1264,0.0604,2.7207,0.0124,412.86,288.16
2123,6449.19,10000.00,321.8229,1398.66,311.89,1.0000,0.1264,0.0604,2.7207,0.0124,412.86,288.16
2124,6449.22,10000.00,322.0035,1400.07,311.89,1.0000,0.1264,0.0604,2.7207,0.0124,412.86,288.16
2125,6449.24,10000.00,322.1825,1401.46,311.89,1.0000,0.1264,0.0604,2.7207,0.0124,412.86,288.16
2126,6449.27,10000.00,322.3638,1402.86,311.89,1.0000,0.1263,0.0605,2.7207,0.0124,412.86,288.16
2127,6449.27,10000.00,322.5415,1404.25,311.90,1.0000,0.1263,0.0605,2.7207,0.0124,412.86,288.16
2128,6449.31,10000.00,322.7219,1405.63,311.90,1.0000,0.1263,0.0605,2.7207,0.0124,412.86,288.16
2129,6449.32,10000.00,322.9015,1407.01,311.90,1.0000,0.1263,0.0606,2.7207,0.0124,412.86,288.16
2130,6449.37,10000.00,323.0826,1408.41,311.90,1.0000,0.1262,0.0606,2.7207,0.0124,412.86,288.16
2131,6449.38,10000.00,323.2633,1409.80,311.90,1.0000,0.1262,0.0606,2.7207,0.0124,412.86,288.16
2132,6449.42,10000.00,323.4456,1411.17,311.90,1.0000,0.1262,0.0607,2.7207,0.0124,412.86,288.16
2133,6449.44,10000.00,323.6254,1412.56,311.90,1.0000,0.1262,0.0607,2.7207,0.0124,412.86,288.16
2134,6449.48,10000.00,323.8076,1413.95,311.91,1.0000,0.1261,0.0607,2.7206,0.0124,412.86,288.16
2135,6449.51,10000.00,323.9889,1415.33,311.91,1.0000,0.1261,0.0608,2.7206,0.0125,412.86,288.16
2136,6449.57,10000.00,324.1703,1416.70,311.91,1.0000,0.1261,0.0608,2.7206,0.0125,412.86,288.16
2137,6449.55,10000.00,324.3498,1418.09,311.91,1.0000,0.1261,0.0608,2.7206,0.0125,412.86,288.16
2138,6449.57,10000.00,324.5322,1419.47,311.91,1.0000,0.1260,0.0609,2.7206,0.0125,412.86,288.16
2139,6449.56,10000.00,324.7112,1420.86,311.91,1.0000,0.1260,0.0609,2.7206,0.0125,412.86,288.16
2140,6449.59,10000.00,324.8913,1422.25,311.92,1.0000,0.1260,0.0609,2.7206,0.0125,412.86,288.16
2141,6449.59,10000.00,325.0695,1423.63,311.92,1.0000,0.1260,0.0610,2.7206,0.0125,412.86,288.16
2142,6449.64,10000.00,325.2491,1425.01,311.92,1.0000,0.1259,0.0610,2.7206,0.0125,412.86,288.16
2143,6449.65,10000.00,325.4241,1426.37,311.92,1.0000,0.1259,0.0610,2.7206,0.0125,412.86,288.16
2144,6449.69,10000.00,325.5981,1427.70,311.92,1.0000,0.1259,0.0611,2.7206,0.0125,412.86,288.16
2145,6449.70,10000.00,325.7751,1429.10,311.92,1.0000,0.1259,0.0611,2.7206,0.0125,412.86,288.16
2146,6449.73,10000.00,325.9535,1430.46,311.92,1.0000,0.1258,0.0611,2.7206,0.0125,412.86,288.16
2147,6449.73,10000.00,326.1289,1431.82,311.93,1.0000,0.1258,0.0611,2.7206,0.0125,412.86,288.16
2148,6449.78,10000.00,326.3047,1433.17,311.93,1.0000,0.1258,0.0612,2.7206,0.0126,412.86,288.16
2149,6449.78,10000.00,326.4804,1434.55,311.93,1.0000,0.1258,0.0612,2.7206,0.0126,412.86,288.16
2150,6449.81,10000.00,326.6544,1435.91,311.93,1.0000,0.1257,0.0612,2.7205,0.0126,412.86,288.16
2151,6449.82,10000.00,326.8269,1437.25,311.93,1.0000,0.1257,0.0613,2.7205,0.0126,412.86,288.16
2152,6449.87,10000.00,327.0026,1438.63,311.93,1.0000,0.1257,0.0613,2.7205,0.0126,412.86,288.16
2153,6449.87,10000.00,327.1769,1440.00,311.94,1.0000,0.1257,0.0613,2.7205,0.0126,412.86,288.16
2154,6449.89,10000.00,327.3513,1441.37,311.94,1.0000,0.1256,0.0614,2.7205,0.0126,412.86,288.16
2155,6449.90,10000.00,327.5238,1442.72,311.94,1.0000,0.1256,0.0614,2.7205,0.0126,412.86,288.16
2156,6449.93,10000.00,327.6950,1444.07,311.94,1.0000,0.1256,0.0614,2.7205,0.0126,412.86,288.16
2157,6449.93,10000.00,327.8680,1445.43,311.94,1.0000,0.1256,0.0615,2.7205,0.0126,412.86,288.16
2158,6449.95,10000.00,328.0408,1446.78,311.94,1.0000,0.1255,0.0615,2.7205,0.0126,412.86,288.16
2159,6449.97,10000.00,328.2145,1448.14,311.95,1.0000,0.1255,0.0615,2.7205,0.0126,412.86,288.16
2160,6450.00,10000.00,328.3824,1449.46,311.95,1.0000,0.1255,0.0616,2.7205,0.0126,412.83,288.16
2161,6450.01,10000.00,328.5543,1418.63,311.95,1.0000,0.1255,0.0616,2.7205,0.0127,412.83,288.16
2162,6450.04,10000.00,328.7229,1419.98,311.95,1.0000,0.1254,0.0616,2.7205,0.0127,412.83,288.16
2163,6450.05,10000.00,328.8939,1421.34,311.95,1.0000,0.1254,0.0617,2.7205,0.0127,412.83,288.16
2164,6450.08,10000.00,329.0612,1422.68,311.95,1.0000,0.1254,0.0617,2.7205,0.0127,412.83,288.16
2165,6450.08,10000.00,329.2296,1424.02,311.96,1.0000,0.1254,0.0617,2.7204,0.0127,412.83,288.16
2166,6450.13,10000.00,329.3965,1425.36,311.96,1.0000,0.1253,0.0618,2.7204,0.0127,412.83,288.16
2167,6450.13,10000.00,329.5616,1426.68,311.96,1.0000,0.1253,0.0618,2.7204,0.0127,412.83,288.16
2168,6450.19,10000.00,329.7272,1428.02,311.96,1.0000,0.1253,0.0618,2.7204,0.0127,412.83,288.16
2169,6450.20,10000.00,329.8911,1429.33,311.96,1.0000,0.1253,0.0618,2.7204,0.0127,412.83,288.16
2170,6450.29,10000.00,330.0546,1430.65,311.96,1.0000,0.1252,0.0619,2.7204,0.0127,412.83,288.16
2171,6450.29,10000.00,330.2178,1431.96,311.97,1.0000,0.1252,0.0619,2.7204,0.0127,412.83,288.16
2172,6450.35,10000.00,330.3775,1433.27,311.97,1.0000,0.1252,0.0619,2.7204,0.0127,412.83,288.16
2173,6450.36,10000.00,330.5385,1434.59,311.97,1.0000,0.1252,0.0620,2.7204,0.0127,412.83,288.16
2174,6450.40,10000.00,330.6992,1435.91,311.97,1.0000,0.1251,0.0620,2.7204,0.0128,412.83,288.16
2175,6450.43,10000.00,330.8620,1437.23,311.97,1.0000,0.1251,0.0620,2.7204,0.0128,412.83,288.16
2176,6450.48,10000.00,331.0226,1438.54,311.97,1.0000,0.1251,0.0621,2.7204,0.0128,412.83,288.16
2177,6450.47,10000.00,331.1837,1439.86,311.98,1.0000,0.1251,0.0621,2.7204,0.0128,412.83,288.16
2178,6450.51,10000.00,331.3436,1441.16,311.98,1.0000,0.1250,0.0621,2.7204,0.0128,412.83,288.16
2179,6450.53,10000.00,331.5029,1442.45,311.98,1.0000,0.1250,0.0622,2.7204,0.0128,412.83,288.16
2180,6450.58,10000.00,331.6603,1443.74,311.98,1.0000,0.1250,0.0622,2.7204,0.0128,412.83,288.16
2181,6450.62,10000.00,331.8181,1445.03,311.98,1.0000,0.1250,0.0622,2.7203,0.0128,412.83,288.16
2182,6450.67,10000.00,331.9730,1446.32,311.99,1.0000,0.1249,0.0623,2.7203,0.0128,412.83,288.16
2183,6450.69,10000.00,332.1285,1447.59,311.99,1.0000,0.1249,0.0623,2.7203,0.0128,412.83,288.16
2184,6450.74,10000.00,332.2818,1448.87,311.99,1.0000,0.1249,0.0623,2.7203,0.0128,412.83,288.16
2185,6450.76,10000.00,332.4328,1450.14,311.99,1.0000,0.1249,0.0624,2.7203,0.0128,412.83,288.16
2186,6450.79,10000.00,332.5843,1451.41,311.99,1.0000,0.1248,0.0624,2.7203,0.0128,412.83,288.16
2187,6450.80,10000.00,332.7356,1452.67,312.00,1.0000,0.1248,0.0624,2.7203,0.0129,412.83,288.16
2188,6450.85,10000.00,332.8849,1453.93,312.00,1.0000,0.1248,0.0625,2.7203,0.0129,412.83,288.16
2189,6450.86,10000.00,333.0348,1455.20,312.00,1.0000,0.1248,0.0625,2.7203,0.0129,412.83,288.16
2190,6450.92,10000.00,333.1862,1456.47,312.00,1.0000,0.1247,0.0625,2.7203,0.0129,412.83,288.16
2191,6450.94,10000.00,333.3387,1457.73,312.00,1.0000,0.1247,0.0625,2.7203,0.0129,412.83,288.16
2192,6451.00,10000.00,333.4899,1459.00,312.01,1.0000,0.1247,0.0626,2.7203,0.0129,412.83,288.16
2193,6451.02,10000.00,333.6399,1460.26,312.01,1.0000,0.1247,0.0626,2.7203,0.0129,412.83,288.16
2194,6451.09,10000.00,333.7895,1461.52,312.01,1.0000,0.1246,0.0626,2.7203,0.0129,412.83,288.16
2195,6451.12,10000.00,333.9336,1462.73,312.01,1.0000,0.1246,0.0627,2.7203,0.0129,412.83,288.16
2196,6451.16,10000.00,334.0833,1463.99,312.02,1.0000,0.1246,0.0627,2.7202,0.0129,412.83,288.16
2197,6451.19,10000.00,334.2321,1465.25,312.02,1.0000,0.1246,0.0627,2.7202,0.0129,412.83,288.16
2198,6451.24,10000.00,334.3813,1466.51,312.02,1.0000,0.1245,0.0628,2.7202,0.0129,412.83,288.16
2199,6451.27,10000.00,334.5283,1467.76,312.02,1.0000,0.1245,0.0628,2.7202,0.0129,412.83,288.16
2200,6451.31,10000.00,334.6777,1469.02,312.02,1.0000,0.1245,0.0628,2.7202,0.0130,412.83,288.16
2201,6451.33,10000.00,334.8250,1470.26,312.03,1.0000,0.1245,0.0629,2.7202,0.0130,412.83,288.16
2202,6451.37,10000.00,334.9753,1471.52,312.03,1.0000,0.1244,0.0629,2.7202,0.0130,412.83,288.16
2203,6451.37,10000.00,335.1253,1472.79,312.03,1.0000,0.1244,0.0629,2.7202,0.0130,412.83,288.16
2204,6451.42,10000.00,335.2748,1474.05,312.03,1.0000,0.1244,0.0630,2.7202,0.0130,412.83,288.16
2205,6451.42,10000.00,335.4260,1475.30,312.04,1.0000,0.1244,0.0630,2.7202,0.0130,412.83,288.16
2206,6451.49,10000.00,335.5748,1476.54,312.04,1.0000,0.1243,0.0630,2.7202,0.0130,412.83,288.16
2207,6451.48,10000.00,335.7269,1477.79,312.04,1.0000,0.1243,0.0631,2.7202,0.0130,412.83,288.16
2208,6451.53,10000.00,335.8785,1479.05,312.04,1.0000,0.1243,0.0631,2.7202,0.0130,412.83,288.16
2209,6451.53,10000.00,336.0284,1480.30,312.05,1.0000,0.1243,0.0631,2.7202,0.0130,412.83,288.16
2210,6451.57,10000.00,336.1768,1481.54,312.05,1.0000,0.1242,0.0631,2.7202,0.0130,412.83,288.16
2211,6451.57,10000.00,336.3273,1482.76,312.05,1.0000,0.1242,0.0632,2.7202,0.0130,412.83,288.16
2212,6451.60,10000.00,336.4769,1484.00,312.06,1.0000,0.1242,0.0632,2.7201,0.0130,412.83,288.16
2213,6451.61,10000.00,336.6282,1485.23,312.06,1.0000,0.1242,0.0632,2.7201,0.0131,412.83,288.16
2214,6451.63,10000.00,336.7776,1486.47,312.06,1.0000,0.1242,0.0633,2.7201,0.0131,412.83,288.16
2215,6451.64,10000.00,336.9274,1487.70,312.06,1.0000,0.1241,0.0633,2.7201,0.0131,412.83,288.16
2216,6451.66,10000.00,337.0757,1488.94,312.07,1.0000,0.1241,0.0633,2.7201,0.0131,412.83,288.16
2217,6451.68,10000.00,337.2260,1490.17,312.07,1.0000,0.1241,0.0634,2.7201,0.0131,412.83,288.16
2218,6451.71,10000.00,337.3778,1491.41,312.07,1.0000,0.1241,0.0634,2.7201,0.0131,412.83,288.16
2219,6451.72,10000.00,337.5267,1492.63,312.07,1.0000,0.1240,0.0634,2.7201,0.0131,412.83,288.16
2220,6451.76,10000.00,337.6750,1493.85,312.08,1.0000,0.1240,0.0635,2.7201,0.0131,412.81,288.16
2221,6451.78,10000.00,337.8235,1463.08,312.08,1.0000,0.1240,0.0635,2.7201,0.0131,412.81,288.16
2222,6451.81,10000.00,337.9736,1464.32,312.08,1.0000,0.1240,0.0635,2.7201,0.0131,412.81,288.16
2223,6451.82,10000.00,338.1170,1465.50,312.09,1.0000,0.1239,0.0636,2.7201,0.0131,412.81,288.16
2224,6451.86,10000.00,338.2657,1466.73,312.09,1.0000,0.1239,0.0636,2.7201,0.0131,412.81,288.16
2225,6451.86,10000.00,338.4120,1467.95,312.09,1.0000,0.1239,0.0636,2.7201,0.0131,412.81,288.16
2226,6451.90,10000.00,338.5580,1469.17,312.09,1.0000,0.1239,0.0636,2.7201,0.0132,412.81,288.16
2227,6451.89,10000.00,338.7031,1470.39,312.10,1.0000,0.1238,0.0637,2.7200,0.0132,412.81,288.16
