[1m[92m    Finished[0m `release` profile [optimized] target(s) in 0.29s
[1m[92m     Running[0m `E:\wt_target\release\thermo_sandbox_multi_demo.exe`
frame,iron_T,water_T_max,steam_kg,P_atm,npc_T,npc_hp,O2_kg,CO2_kg,wood_kg,corrosion,meso_T,macro_T
1,3991.35,313.53,0.0001,1.02,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
2,3975.06,326.92,0.0002,1.03,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
3,3955.76,340.20,0.0003,1.03,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
4,3935.30,353.30,0.0004,1.03,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
5,3914.64,366.23,0.0005,1.03,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
6,3893.96,373.15,0.0374,1.13,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
7,3873.66,375.09,0.1148,1.35,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
8,3853.53,377.20,0.1908,1.57,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
9,3833.59,379.48,0.2652,1.78,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
10,3813.85,381.93,0.3381,1.99,310.15,1.0000,0.1735,0.0000,2.7344,0.0000,-0.00,288.15
11,3794.31,384.56,0.4096,2.20,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
12,3774.98,387.35,0.4796,2.41,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
13,3755.84,390.33,0.5483,2.62,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
14,3736.91,393.47,0.6156,2.82,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
15,3718.19,396.79,0.6815,3.02,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
16,3699.66,400.29,0.7461,3.22,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
17,3681.34,403.97,0.8094,3.43,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
18,3663.22,407.82,0.8715,3.63,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
19,3645.31,411.85,0.9323,3.83,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
20,3627.59,416.06,0.9919,4.02,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
21,3610.07,420.45,1.0503,4.22,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
22,3592.76,425.02,1.1076,4.42,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
23,3575.65,429.76,1.1637,4.62,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
24,3558.73,434.69,1.2187,4.81,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
25,3542.02,439.80,1.2726,5.01,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
26,3525.50,445.09,1.3254,5.21,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
27,3509.18,450.56,1.3771,5.41,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
28,3493.06,456.20,1.4278,5.60,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
29,3477.14,462.03,1.4776,5.80,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
30,3461.41,468.03,1.5263,5.99,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
31,3445.89,474.21,1.5740,6.19,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
32,3430.55,480.57,1.6208,6.39,310.15,1.0000,0.1735,0.0000,2.7344,0.0001,-0.00,288.15
33,3415.42,487.11,1.6667,6.58,310.15,1.0000,0.1735,0.0000,2.7344,0.0002,-0.00,288.15
34,3400.48,493.82,1.7116,6.78,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
35,3385.73,500.70,1.7557,6.97,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
36,3371.18,507.77,1.7988,7.17,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
37,3356.83,515.00,1.8411,7.36,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
38,3342.66,522.40,1.8826,7.56,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
39,3328.69,529.98,1.9232,7.76,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
40,3314.91,537.73,1.9631,7.95,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
41,3301.33,545.64,2.0021,8.15,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
42,3287.94,553.71,2.0403,8.34,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
43,3274.74,561.95,2.0778,8.54,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
44,3261.73,570.34,2.1146,8.73,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
45,3248.92,578.90,2.1506,8.93,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
46,3236.29,587.60,2.1859,9.12,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
47,3223.85,596.46,2.2204,9.32,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
48,3211.60,605.48,2.2543,9.51,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
49,3199.54,614.64,2.2876,9.71,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
50,3187.67,623.94,2.3201,9.90,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
51,3175.98,633.38,2.3520,10.10,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
52,3164.48,642.95,2.3833,10.29,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
53,3153.17,652.65,2.4139,10.48,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
54,3142.04,662.49,2.4440,10.68,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
55,3131.10,672.46,2.4734,10.87,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
56,3120.34,688.37,2.4887,10.96,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
57,3109.79,698.21,2.5172,11.16,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
58,3099.42,708.17,2.5452,11.35,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
59,3089.24,718.27,2.5726,11.55,310.15,1.0000,0.1734,0.0000,2.7344,0.0002,-0.00,288.15
60,3079.24,728.46,2.5995,11.74,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
61,3069.42,738.75,2.6258,11.89,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
62,3059.77,749.13,2.6519,12.08,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
63,3050.30,759.61,2.6775,12.27,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
64,3041.00,770.19,2.7026,12.46,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
65,3031.88,780.85,2.7272,12.65,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
66,3022.92,791.59,2.7512,12.84,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
67,3014.14,802.41,2.7749,13.02,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
68,3005.53,813.29,2.7980,13.21,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
69,2997.08,824.23,2.8207,13.39,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
70,2988.80,835.23,2.8429,13.57,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
71,2980.68,846.27,2.8648,13.75,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
72,2972.73,857.36,2.8861,13.94,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
73,2964.94,868.48,2.9071,14.11,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
74,2957.32,879.63,2.9276,14.29,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
75,2949.86,890.77,2.9478,14.47,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
76,2942.55,901.96,2.9675,14.64,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
77,2935.41,913.11,2.9869,14.82,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
78,2928.41,924.28,3.0059,14.99,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
79,2921.57,935.49,3.0245,15.16,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
80,2914.88,946.71,3.0427,15.33,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
81,2908.34,957.91,3.0606,15.50,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
82,2901.96,969.01,3.0785,15.66,310.15,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
83,2895.73,980.09,3.0975,15.83,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
84,2889.64,991.20,3.1162,15.99,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
85,2883.69,1002.25,3.1346,16.16,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
86,2877.88,1013.27,3.1528,16.32,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
87,2872.21,1024.20,3.1706,16.48,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
88,2866.69,1035.02,3.1901,16.64,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
89,2861.30,1045.80,3.2137,16.82,310.16,1.0000,0.1734,0.0000,2.7344,0.0003,413.65,288.15
90,2856.05,1056.45,3.2373,16.99,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
91,2850.93,1066.99,3.2607,17.17,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
92,2845.93,1077.43,3.2840,17.34,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
93,2841.06,1087.80,3.3071,17.51,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
94,2836.32,1098.05,3.3308,17.68,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
95,2831.71,1108.19,3.3551,17.85,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
96,2827.22,1118.20,3.3792,18.02,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
97,2822.84,1128.07,3.4033,18.19,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
98,2818.58,1137.79,3.4272,18.36,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
99,2814.42,1147.36,3.4511,18.53,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
100,2810.38,1156.78,3.4749,18.70,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
101,2806.46,1166.03,3.4986,18.86,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
102,2802.62,1175.12,3.5228,19.03,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
103,2798.90,1184.04,3.5485,19.19,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
104,2795.32,1192.79,3.5743,19.36,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
105,2791.81,1201.41,3.6001,19.52,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
106,2788.42,1209.82,3.6259,19.69,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
107,2785.08,1228.84,3.6412,19.70,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
108,2781.87,1235.60,3.6674,19.87,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
109,2778.81,1242.42,3.6948,20.03,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
110,2775.81,1249.05,3.7245,20.21,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
111,2772.92,1255.62,3.7542,20.38,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
112,2770.12,1262.05,3.7839,20.55,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
113,2767.40,1268.34,3.8135,20.72,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
114,2764.74,1274.44,3.8431,20.88,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
115,2762.12,1280.43,3.8727,21.05,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
116,2759.59,1286.29,3.9023,21.21,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
117,2757.14,1291.99,3.9318,21.37,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
118,2754.71,1297.53,3.9613,21.53,310.16,1.0000,0.1734,0.0000,2.7344,0.0004,413.65,288.15
119,2752.38,1302.90,3.9907,21.69,310.16,1.0000,0.1734,0.0001,2.7344,0.0004,413.65,288.15
120,2750.10,1308.11,4.0204,21.85,310.16,1.0000,0.1734,0.0001,2.7344,0.0004,413.62,288.15
121,2747.90,1313.08,4.0529,21.70,310.16,1.0000,0.1734,0.0001,2.7344,0.0004,413.62,288.15
122,2745.75,1317.93,4.0865,21.87,310.16,1.0000,0.1734,0.0001,2.7344,0.0004,413.62,288.15
123,2743.66,1322.76,4.1208,22.04,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
124,2741.60,1327.38,4.1552,22.21,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
125,2739.61,1331.77,4.1896,22.37,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
126,2737.67,1336.04,4.2239,22.54,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
127,2735.76,1340.03,4.2582,22.71,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
128,2733.92,1343.93,4.2925,22.87,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
129,2732.13,1347.71,4.3268,23.04,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
130,2730.38,1351.42,4.3611,23.20,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
131,2728.67,1355.00,4.3954,23.36,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
132,2727.00,1358.46,4.4297,23.52,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
133,2725.38,1361.77,4.4640,23.68,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
134,2723.80,1364.94,4.4982,23.84,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
135,2722.26,1367.95,4.5324,24.00,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
136,2720.75,1370.88,4.5666,24.15,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
137,2719.29,1373.64,4.6008,24.31,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
138,2717.83,1376.33,4.6349,24.46,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
139,2716.43,1378.85,4.6691,24.62,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
140,2715.07,1381.31,4.7032,24.77,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
141,2713.73,1383.72,4.7373,24.92,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
142,2712.41,1386.07,4.7713,25.07,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
143,2711.14,1388.11,4.8054,25.22,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
144,2709.90,1390.12,4.8394,25.37,310.16,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
145,2708.68,1392.14,4.8734,25.51,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
146,2707.49,1394.14,4.9073,25.66,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
147,2706.34,1396.08,4.9412,25.80,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
148,2705.21,1397.98,4.9752,25.94,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
149,2704.10,1399.83,5.0090,26.09,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
150,2703.01,1401.61,5.0429,26.23,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
151,2701.95,1403.32,5.0767,26.37,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
152,2700.91,1404.88,5.1105,26.50,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
153,2699.89,1406.41,5.1443,26.64,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
154,2698.89,1407.82,5.1781,26.78,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
155,2697.92,1409.23,5.2118,26.91,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
156,2696.96,1410.63,5.2455,27.05,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
157,2696.02,1411.98,5.2792,27.18,310.17,1.0000,0.1734,0.0001,2.7344,0.0005,413.62,288.15
158,2695.10,1423.93,5.3091,27.25,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
159,2694.25,1423.11,5.3431,27.38,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
160,2693.44,1422.61,5.3771,27.52,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
161,2692.64,1422.22,5.4110,27.65,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
162,2691.85,1421.96,5.4448,27.78,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
163,2691.06,1421.91,5.4785,27.91,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
164,2690.29,1422.10,5.5122,28.04,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
165,2689.52,1422.43,5.5458,28.16,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
166,2688.76,1422.92,5.5794,28.29,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
167,2688.02,1423.23,5.6130,28.42,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
168,2687.28,1423.69,5.6465,28.54,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
169,2686.55,1424.44,5.6799,28.66,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
170,2685.83,1425.20,5.7134,28.79,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
171,2685.13,1425.80,5.7468,28.91,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
172,2684.44,1426.47,5.7802,29.03,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
173,2683.76,1427.29,5.8135,29.15,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
174,2683.09,1427.87,5.8469,29.27,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
175,2682.42,1428.52,5.8802,29.39,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
176,2681.78,1429.22,5.9135,29.51,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
177,2681.15,1429.95,5.9468,29.62,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
178,2680.53,1430.57,5.9800,29.74,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
179,2679.92,1431.00,6.0132,29.86,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.62,288.15
180,2679.33,1431.66,6.0464,29.97,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
181,2678.74,1432.34,6.0796,29.41,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
182,2678.17,1433.03,6.1128,29.53,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
183,2677.59,1433.73,6.1459,29.64,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
184,2677.05,1434.34,6.1790,29.76,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
185,2676.50,1434.88,6.2122,29.87,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
186,2675.97,1435.52,6.2453,29.98,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
187,2675.44,1436.12,6.2782,30.09,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
188,2674.93,1436.68,6.3107,30.20,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
189,2674.43,1437.26,6.3439,30.32,310.17,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
190,2673.94,1437.73,6.3770,30.43,310.18,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
191,2673.45,1438.24,6.4100,30.54,310.18,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
192,2672.97,1438.82,6.4430,30.65,310.18,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
193,2672.51,1439.10,6.4759,30.76,310.18,1.0000,0.1734,0.0001,2.7344,0.0006,413.60,288.15
194,2672.05,1439.66,6.5087,30.86,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
195,2671.60,1440.15,6.5414,30.97,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
196,2671.16,1440.59,6.5740,31.08,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
197,2670.73,1441.07,6.6066,31.18,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
198,2670.31,1441.44,6.6391,31.29,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
199,2669.89,1441.89,6.6716,31.40,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
200,2669.48,1442.39,6.7039,31.50,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
201,2669.07,1442.89,6.7362,31.61,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
202,2668.68,1443.22,6.7685,31.71,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
203,2668.30,1443.65,6.8007,31.81,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
204,2667.92,1444.10,6.8328,31.92,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
205,2667.56,1445.04,6.8648,32.02,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
206,2667.20,1445.83,6.8969,32.12,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
207,2666.85,1446.98,6.9288,32.22,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
208,2666.50,1447.73,6.9607,32.33,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
209,2666.16,1459.51,6.9912,32.40,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
210,2665.88,1455.63,7.0234,32.51,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
211,2665.61,1453.77,7.0551,32.61,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
212,2665.33,1453.38,7.0871,32.71,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
213,2665.04,1453.82,7.1183,32.81,310.18,1.0000,0.1734,0.0001,2.7344,0.0007,413.60,288.15
214,2664.75,1454.44,7.1461,32.90,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
215,2664.47,1455.69,7.1793,33.00,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
216,2664.19,1456.94,7.2123,33.11,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
217,2663.91,1458.33,7.2450,33.21,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
218,2663.65,1459.36,7.2765,33.31,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
219,2663.39,1460.73,7.3080,33.41,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
220,2663.14,1461.86,7.3394,33.51,310.18,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
221,2662.90,1463.26,7.3709,33.60,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
222,2662.66,1464.58,7.4022,33.70,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
223,2662.43,1466.07,7.4335,33.80,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
224,2662.20,1467.47,7.4647,33.90,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
225,2661.99,1468.98,7.4958,34.00,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
226,2661.77,1470.31,7.5268,34.09,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
227,2661.57,1471.90,7.5577,34.19,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
228,2661.37,1473.17,7.5885,34.29,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
229,2661.18,1474.80,7.6191,34.38,310.19,1.0000,0.1733,0.0001,2.7344,0.0007,413.60,288.15
230,2661.00,1476.40,7.6494,34.48,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
231,2660.83,1478.13,7.6795,34.57,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
232,2660.66,1479.55,7.7093,34.66,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
233,2660.51,1481.25,7.7390,34.76,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
234,2660.35,1483.12,7.7684,34.85,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
235,2660.22,1484.87,7.7975,34.94,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
236,2660.08,1486.49,7.8265,35.03,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
237,2659.96,1488.25,7.8552,35.12,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
238,2659.85,1489.68,7.8832,35.21,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
239,2659.75,1493.56,7.9109,35.30,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.60,288.15
